"MSP"	"SRS9032198"	"SRS9032196"	"SRS9032195"	"SRS9032194"	"SRS9032193"	"SRS9032191"	"SRS9032190"	"SRS9032188"	"SRS9032186"	"SRS9032183"	"SRS9032182"	"SRS9032181"	"SRS9032180"	"SRS9032179"	"SRS9032177"	"SRS9032176"	"SRS9032175"	"SRS9032172"	"SRS9032170"	"SRS9032169"	"SRS9032165"	"SRS9032162"	"SRS9032161"	"SRS9032159"	"SRS9032158"	"SRS9032157"	"SRS9032156"	"SRS9032155"	"SRS9032154"	"SRS9032153"	"SRS9032152"	"SRS9032151"	"SRS9032149"	"SRS9032148"	"SRS9032147"	"SRS9032146"	"SRS9032145"	"SRS9032144"	"SRS9032141"	"SRS9032140"	"SRS9032139"	"SRS9032138"	"SRS9032135"	"SRS9032134"	"SRS9032133"	"SRS9032131"	"SRS9032130"	"SRS9032128"	"SRS9032127"	"SRS9032126"	"SRS9032121"	"SRS9032120"	"SRS9032119"	"SRS9032116"	"SRS9032114"	"SRS9032113"	"SRS9032112"	"SRS9032111"	"SRS9032104"	"SRS9032102"	"SRS9032101"	"SRS9032098"	"SRS9032097"	"SRS9032096"	"SRS9032095"	"SRS9032094"	"SRS9032093"	"SRS9032092"	"SRS9032091"	"SRS9032090"	"SRS9032089"	"SRS9032088"	"SRS9032086"	"SRS9032085"	"SRS9032084"	"SRS9032083"	"SRS9032082"	"SRS9032081"	"SRS9032079"	"SRS9032078"	"SRS9032075"	"SRS9032074"	"SRS9032072"	"SRS9032070"	"SRS9032069"	"SRS9032068"	"SRS9032067"	"SRS9032066"	"SRS9032065"	"SRS9032058"	"SRS9032056"	"SRS9032055"	"SRS9032053"	"SRS9032052"	"SRS9032051"	"SRS9032050"	"SRS9032047"	"SRS9032046"	"SRS9032044"	"SRS9032042"	"SRS9032041"	"SRS9032039"	"SRS9032038"	"SRS9032036"
"msp_0003"	0	441	259	0	17	0	126	0	0	0	35	0	16	8	579	152	563	910	0	36	2932	2199	93	16	1172	0	0	0	0	0	0	0	0	20	74	0	0	0	0	0	122	0	0	0	0	167	707	4212	433	0	0	422	257	361	1481	33	8686	3425	9	131	5182	0	745	0	9	0	0	0	0	0	1758	0	0	0	20	1685	482	613	11	9418	197	1242	48	262	13401	7655	472	0	0	1196	9795	7	1565	370	16	108	1607	4257	2367	0	1044	0	0	0
"msp_0005"	91537	60372	28856	1822	4665	2615	20948	1706	16450	1238	203	418470	0	12	68053	9067	246	3084	1576	6255	268	876	343	7747	167155	135779	1984	5489	3064	8223	114	38064	541	76	1145	170	9196	628	37530	146203	23987	2325	47716	2182	59068	118	5498	23968	1586	6721	110634	18654	76509	2968	13929	13828	7	1077	333	365	2699	273341	209	188	1666	3936	6093	970	1007	628	3562	15849	12681	1175	69	36	228008	85	10087	198547	127	8144	181205	116301	0	1351	195671	334	5736	370	264	106	531	56489	3206	6746	136070	774	21133	13489	55	134	48122	5637
"msp_0007"	2218	1378	164	108	57	66859	3612	249	3275	0	86	0	121	31	3088	244	2098	15771	1999	2733	209	13578	490	97	220	111	164	3067	223	775	367	180	4218	1843	406	48	619	113	0	0	324	2995	164	27	55	594	714	6003	1540	814	21525	17828	127	22236	1037	3254	742	362	49	315	2671	0	8	428	0	203	18	1088	0	18	1340	189	49	11	229	50	25	934	289	13260	304	30	274	0	5097	18397	416	2340	1029	66	620	3436	2560	958	2945	1168	4903	6674	545	277	115	1052	29	4094
"msp_0008"	2332	0	632	0	0	0	10	3074	1451	0	29	0	847	7	10334	464	40394	2389	0	0	4280	1186	690	18	3757	451	0	3712	0	28	0	0	0	53	67	0	6360	0	0	0	532	0	17	0	0	9374	860	858	8	0	0	779	68	37	10515	238	53	490	0	0	19536	0	579	0	125	0	10	0	0	14	707	0	14	0	0	4307	72	18	11	2925	0	74	770	288	24	3887	130	554	0	0	0	2000	3402	18	273	0	21	3579	26	0	0	1819	114	0
"msp_0009"	243	43	49	1005	16	36	23	67	1160	0	19	0	10	0	676	116	507	37	1491	239	204	374	290	28	740	124	0	473	813	360	21	101	0	0	369	0	49	11	53	75	16	1502	47	107	22	516	44	22	370	3392	7047	66	23	2882	248	732	55	291	48	52	802	627	60	1413	38	286	2635	8281	0	101	57	165	37	73	139	189	410	31	288	97	24	671	1185	127	159	22366	1211	2335	412	135	3855	81	1435	2296	188	5407	1121	1754	192	0	300	585	27342	132
"msp_0010"	9	3754	0	0	0	6491	0	1079	3677	0	5	0	23	0	0	0	0	0	2394	1270	1474	31	513	0	1112	107	0	0	0	0	0	0	0	186	91	0	0	5	28	0	0	73	1052	72	0	0	36	40	108	19565	18	11056	145	9323	2333	9815	0	259	0	0	678	0	2413	0	203	0	8	6	0	3135	10245	16522	16	106	0	0	0	52	0	10818	0	0	0	0	26	7732	810	0	176	0	0	17169	5337	8714	0	0	11798	3728	465	0	0	14953	30724	742
"msp_0011"	3574	3423	287	291	19	2896	273	2048	2171	0	4	4	318	65	962	401	9627	9203	5304	1870	3667	2916	1133	117	8684	2005	0	770	364	65	547	43	2543	314	247	7	40	8	7	91	169	2560	540	235	0	27632	702	6142	457	4466	25062	33569	171	13920	1062	2168	7456	2445	112	686	6688	0	322	384	73	113	19	465	0	97	885	302	17	7	266	3142	241	2632	1755	3500	2489	1054	43	165	642	2673	922	7553	3984	3531	1949	9601	2421	14847	1375	2571	2748	980	372	99	2518	3301	6954	3143
"msp_0012"	1442	1419	441	51	101	0	3675	9538	1833	16	18	6	120	86	10971	3443	38118	3662	11019	1445	2520	1043	317	192	4906	1473	395	712	986	607	604	63	5429	232	205	59	1193	350	6	57	47	652	3073	197	0	2397	694	5648	14533	36153	19	8462	566	10735	4588	16848	3242	5027	152	149	2956	199	1247	188	693	244	211	147	0	318	1368	701	19	23	167	710	187	1462	3588	1391	975	241	358	223	4725	24382	1258	0	6844	6786	6950	4007	3876	21106	8436	13149	8125	4087	816	336	2888	13352	10835	2247
"msp_0013"	28486	382	184	15	16418	11	0	3130	0	0	234	65	0	10	7131	0	931	284	602	0	3621	3805	46267	16	0	0	229	427	16234	0	22	0	0	1265	11	0	3877	1592	646	60	3730	0	0	85	337	2171	17941	3161	17	0	2852	0	494	0	3811	3100	0	0	5320	3632	13887	5	8636	19568	1442	2217	0	3567	53	1005	2502	7888	424	101	242	37	588	0	133	61	36	148	864	34	2504	0	0	0	4760	104	0	0	4503	0	1032	0	24	2311	4006	4460	2505	0	28	21
"msp_0014"	0	36	77	0	0	53	0	328	0	20	19	0	72	0	206	4	14	3658	0	0	6	0	0	5	55	187	11	111	187	0	0	0	0	0	456	0	10	0	8	0	113	68	0	16	0	28	4	16	0	15	0	0	9	13	11	153	17	0	30	26	1062	0	0	242	52	0	0	6284	0	159	28	0	2571	9	0	77	96	0	65	117	0	59	0	121	0	95	78	0	17	0	0	0	106	12	20	30	134	71	529	5	99	0	0	9
"msp_0015"	3434	9502	6949	2086	8472	51700	2254	8275	8431	0	1017	484	4099	659	9	2779	4155	15	10752	5205	2376	39	43988	18874	0	0	39343	0	139	8	2526	10551	307	17464	8908	645	3586	42922	986	0	2490	0	19	1047	26085	4	6135	1777	3425	222	8733	791	3103	0	11284	0	933	366	3468	66826	12	2803	17203	15313	6283	24975	1874	112	1664	14	60	3201	365	713	8459	5106	15793	0	3362	0	1036	21	2108	1781	15	10109	4376	0	583	0	32	1418	7866	349	6912	22	4	440	29871	1572	0	44	0	6940
"msp_0016"	0	0	6800	0	0	0	0	12146	0	0	52	0	543	0	3043	30099	0	1650	0	17128	0	0	0	1090	0	0	3486	0	6105	6233	0	0	2094	5668	0	4113	0	0	433	28	54	99272	0	0	284	8838	28160	21689	37	337	32	17	165	13	12	204490	0	508	1370	0	0	6	7659	0	1607	0	0	0	0	0	699	360	0	0	383	0	0	0	0	37077	0	0	0	751	48098	0	8064	0	6392	3343	35	0	0	0	6642	9854	0	8	142	42	0	48	138	27092
"msp_0017"	1786	43	91	3877	43	0	0	0	2139	0	1336	226	7581	47	384	62	14703	0	0	0	1536	1474	36070	10	21	0	85	0	0	0	1063	274	635	0	934	36	0	661	35	0	53	0	0	1193	728	291	1900	1971	1556	0	988	0	0	0	12737	0	4186	297	1326	912	96	6	7843	5911	35	10084	4207	3807	2488	0	114	53	0	143	0	3894	1526	0	184	0	44	0	615	24	0	0	0	0	67	0	0	0	0	0	0	2610	0	5	577	82	0	0	0	0
"msp_0018"	93	0	6	0	0	4	0	118	0	0	0	0	0	0	82	12	0	9	1685	104	0	0	58	0	170	29	0	37	11	0	0	0	0	0	73	0	0	0	5	16	0	33	0	34	7	33	46	18	0	13	523	0	0	3373	53	422	26	0	0	0	537	0	154	0	48	0	0	0	0	8	9	0	0	0	8	23	109	17	150	0	0	91	0	10	9	122	65	0	34	88	4641	0	87	0	6	29	1206	51	46	0	0	20	0	0
"msp_0020"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	3	180	0	23	63	9	8	10	0	0	101	0	94	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	16	508	14	0	0	0	0	34	0	0	0	0	650	0	0	88	15	0	0	5	0	0	0	0	0	0	0	0	14	0	0	0	0	0	168	0	10	1256	0	639	38	0	104	0	5	534	264	30	0	3	31	0	0	0	716	0
"msp_0021"	1931	448	531	1056	319	0	146	209	15593	0	0	0	174	0	438	1257	0	0	6881	11911	6071	1803	267	199	9082	2014	144	1090	330	175	1809	0	2510	1955	525	0	553	27	12	92	173	32	0	99	73	393	438	112	3210	3722	98	3042	81	258	11953	0	1513	88	164	1365	687	0	1003	1117	601	806	75	229	0	127	107	16	14	18	137	6660	807	437	781	1727	389	2791	211	434	2439	17565	2299	8752	1931	719	105	4979	996	7109	40	2090	86	8864	8	123	3379	13831	5132	2444
"msp_0022"	0	0	94	14	299	0	86	68	0	0	4	0	0	0	0	144	0	789	0	0	0	0	0	29	1471	2799	235	99	554	0	3221	0	0	158	0	0	20	0	15	174	0	0	410	0	0	4939	184	0	0	0	4	1324	33	0	0	646	706	14	21	1063	2438	0	131	0	729	0	22	0	0	0	0	0	0	0	0	1295	125	761	286	21	0	317	0	1103	1681	11	294	0	562	0	1612	0	0	626	437	719	136	0	287	0	992	9	57	4632
"msp_0023"	2345	1241	151	1944	133	0	133	3057	11048	7	97	0	327	0	7666	6114	25336	3238	1212	0	907	12309	758	789	7480	3763	642	2778	2203	0	0	0	0	1888	100	0	1390	85	0	26	81	1771	0	256	35	936	1152	4118	10327	7747	8	10	200	13038	2831	1863	2253	169	1233	630	10452	0	1257	0	311	0	178	0	0	1377	1484	532	36	21	1434	686	1015	2649	8951	2337	36	1977	0	23	2256	18028	5920	0	26	5899	850	9878	7067	13519	421	3335	12819	1368	219	2229	3157	12545	25	9597
"msp_0024"	98	0	0	8	0	5	0	0	1011	0	0	0	49	0	247	5	18	51	638	162	60	205	455	3	14	24	9	94	508	77	0	0	0	0	352	0	0	10	0	6	5	358	6	14	8	200	7	11	10	23	1827	550	15	2229	72	338	0	35	0	17	2828	49	74	821	0	0	213	6407	0	0	14	862	27	8	42	57	11	0	232	70	11	8	136	3	11	705	516	267	51	238	217	19	345	25	153	13	1132	130	246	0	23	86	302	9
"msp_0025"	1130	0	1423	22412	0	0	14	0	0	590	0	0	4353	0	12536	25843	0	27900	0	2752	0	0	0	255	0	2589	21189	186049	0	0	0	0	0	2278	14611	0	1697	173	0	0	0	0	0	0	0	0	6	0	0	0	0	0	137	368	0	0	0	0	0	0	9272	0	0	0	0	0	747	0	0	0	5009	0	0	0	0	10311	0	0	0	969	0	217492	76268	0	0	31	0	0	0	60899	0	0	3181	0	387	6	74	16837	1310	0	32450	0	0	0
"msp_0027"	0	900	1185	805	169	0	330	0	0	0	83	5	155	96	9319	2790	0	5359	16410	3798	1545	4151	0	53	885	379	655	1554	3710	226	3393	0	630	0	1019	27	996	355	0	282	87	1194	0	319	19	1289	482	3059	7783	3157	16	10	972	912	3244	3409	3480	5594	124	360	5194	0	2526	0	561	868	155	206	15	182	5631	5437	0	34	483	2622	1269	2444	1116	196	1603	207	726	194	190	17583	856	20880	8403	0	600	2445	11681	16784	7042	2158	5162	4545	79	1495	2771	7023	6554	0
"msp_0028"	0	397	0	0	0	0	146	1394	0	0	0	0	0	0	1544	25	11464	1486	0	17	155	0	0	4	397	38	51	0	148	0	0	0	0	50	130	0	105	0	0	0	0	0	0	0	0	268	0	52	114	14	1248	4	193	4	385	0	0	419	0	25	0	0	0	0	127	0	0	0	0	535	326	0	0	7	128	4	5	48	0	18	42	0	52	92	1592	0	78	0	72	1313	0	195	868	87	88	0	0	468	0	15	0	1512	18	0
"msp_0029"	1916	7848	12161	6669	9896	0	6044	17879	759	486	3584	58	3416	1086	126	4390	6765	379	0	2321	4670	0	1279	474	9188	0	5585	788	6993	5462	51	1621	94	53	362	2283	395	98	17048	1797	1280	16229	0	5997	1325	1567	13164	9725	1073	50	177	2571	15046	6	57771	2218	47476	149	559	361	4384	14	19412	1021	6617	750	2631	1074	1239	3128	59750	12600	1105	7783	1561	1349	0	224	46	40696	1267	0	59	304	3083	0	8339	729	2312	430	0	0	14530	8	816	0	8	912	1319	3974	16357	0	21	847
"msp_0031"	6864	7982	836	0	82	0	46	1026	18136	16	168	17	21	9	0	1883	0	14162	0	27607	24235	0	13709	551	29954	2392	24	755	771	1022	0	525	52	350	633	8	282	1867	151	36	0	13831	4056	18	49	2253	9243	24602	8773	102001	22	14	908	11	35159	14763	0	1565	125	8818	41454	0	0	3754	951	1828	162	0	0	13	1775	906	0	79	1334	7109	0	7713	13766	9210	45	3917	0	1085	917	27908	8534	13433	20471	2935	14791	80515	0	44670	753	33286	75	18502	19643	616	3414	109533	7815	0
"msp_0032"	0	1050	1637	3121	1405	0	0	15332	11381	6	38	0	126	307	4266	500	7	3704	0	1410	11087	0	1304	115	2452	812	107	0	1854	114	0	0	0	2170	372	0	0	84	0	0	331	1197	1674	0	7	1157	399	860	1049	407	0	3383	256	2530	15342	4472	196	1022	845	372	13267	6	7660	0	3155	467	0	1561	0	15	2594	0	0	18	468	59	0	1107	0	3818	0	5028	0	91	4174	13885	5951	0	8447	11108	16249	0	9	0	26061	13650	5507	53780	651	160	38080	947	27	0
"msp_0033"	675	0	0	7	0	0	0	0	0	0	0	0	7	0	0	6616	0	0	0	0	0	0	0	0	0	0	0	0	1146	0	1447	0	0	0	234	0	0	0	0	0	0	0	0	0	0	173	4	0	0	0	6973	29814	0	0	0	0	0	0	0	0	0	0	0	263	0	2727	0	24	0	0	0	0	10	0	171	0	0	0	0	0	0	0	210	35	0	0	1416	18189	0	13043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0034"	0	195	18702	536	0	0	156	0	0	156	55	132	0	1886	1292	476	0	69	0	0	0	0	0	686	0	751	13822	0	0	39	225	0	0	0	0	0	10	0	0	0	0	0	0	60	0	1134	12	0	0	0	5	5	766	0	3471	1292	0	0	0	0	3960	0	2943	26191	2191	1817	0	1620	17	1088	23667	0	0	0	1529	67402	0	2676	0	5520	0	1454	0	53057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	0	0	12	495
"msp_0035"	17303	312	1556	532	0	0	0	0	0	0	0	0	572	19	0	0	0	1260	39552	1291	904	3273	0	47	24860	14	0	0	123	0	834	0	0	0	0	114	0	0	0	0	0	1908	15	0	0	2480	33	3276	8415	0	0	0	58	11111	0	1037	0	0	0	153	0	0	2351	0	19	0	103	0	0	1850	2955	0	0	0	16	0	0	0	137	8878	23	0	355	362	0	729	6547	50248	0	3113	0	1426	0	0	101	1233	16	4664	53	291	748	19923	35	2097
"msp_0036"	0	0	829	0	20	0	35	8824	0	0	0	0	233	0	13	2419	0	0	0	0	0	0	0	19	5539	53	413	0	0	0	0	0	0	0	0	0	229	0	0	0	353	0	0	0	0	119	0	0	0	0	0	383	0	0	12780	0	18131	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	18386	46	50	0	1991	0	0	0	1742	108	0	1464	0	0	0	0	0	0	0	2368	0	0	124	185	199	0	0	0	0
"msp_0037"	0	700	103	0	18	0	37	17	0	0	11	0	0	27	0	99	0	1451	0	0	0	0	0	10	2495	0	120	353	367	0	0	0	0	0	0	0	51	21	0	0	0	0	0	0	0	617	5	108	22	29	0	0	19	0	1510	0	0	0	25	0	2365	0	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	117	0	323	0	1975	682	0	46	6940	3151	0	0	0	247	1522	0	24	122	0	3630	2363	7	0
"msp_0038"	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	32	0	0	0
"msp_0039"	0	118	84	1196	25915	0	305	0	0	5	341	36	0	1956	3768	6429	566	432	0	0	0	0	360	1444	0	0	0	29757	0	0	1418	0	1315	3349	8	767	20036	0	0	1056	0	0	0	1106	0	7733	5114	7450	134	30	262	245	25095	0	0	0	0	0	173	2485	0	4	10758	0	16117	2331	0	248	443	332	9768	0	1780	850	0	3305	0	23404	1534	9355	28293	12096	4300	674	0	0	0	0	9042	250	0	0	0	0	1447	10239	83	17030	70	192	61869	9	83	8751
"msp_0040"	0	0	1172	0	121	0	1078	0	0	15	0	0	1629	3	0	1065	0	1633	0	0	33845	0	0	0	0	1781	1212	0	0	2154	0	0	2516	0	635	0	111	0	0	35	125	0	0	0	0	7572	1846	10628	26047	81	5	0	0	0	15543	0	0	0	770	6511	0	0	0	831	0	0	564	0	0	0	2363	0	0	0	0	772	1166	3949	2619	0	0	1280	0	123	7643	0	0	0	0	0	7130	0	0	0	8899	94553	0	98	325	38	13049	7501	93	0
"msp_0041"	0	0	0	23791	12449	11	11240	0	0	81	6406	582	9168	3850	0	29477	0	143	7	47018	0	0	0	25034	0	68921	19673	30717	46594	41	266376	0	62485	39407	0	0	8726	0	0	1033	0	0	8355	12950	0	166146	1315	301	254760	151	1576	60281	140793	0	0	0	0	3223	18583	33	0	0	0	0	14205	83726	10933	0	44758	2338	0	2358	0	7902	92858	0	10371	335747	318413	0	193986	0	29478	2024	0	0	59	0	115243	0	13785	0	8	5546	100790	7	30760	14	34	21542	2045	77	1770	292762
"msp_0042"	0	4562	1232	2686	0	0	1210	0	0	57	352	0	0	19	0	43	0	0	0	0	0	13719	0	66	0	0	0	0	0	10	1923	0	0	14	16	1769	29750	0	0	1832	0	0	0	8547	529	0	0	0	0	0	20	16	2859	0	0	0	0	3097	6004	6654	0	0	0	0	21437	12867	0	1350	76	6109	0	2386	0	0	0	0	0	0	0	0	23248	0	4536	13479	171292	0	0	0	0	0	0	0	21638	0	0	0	0	0	0	0	0	0	0	347
"msp_0043"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	14765	0	2122	0	27636	0	0	0	92	0	0	3845	0	6676	0	0	0	0	0	0	285	0	0	0	1093	0	51657	0	0	287	8082	50790	5	12	104	0	0	0	0	0	23398	20965	0	480	0	0	14	22270	0	654	4762	0	869	0	0	0	0	0	0	506	0	75	0	0	4672	0	0	0	206	0	0	0	0	0	0	0	0	0	0	1092	3002	16298	0	40	42	0	6	110	13644
"msp_0044"	0	0	0	0	0	15	7	55	0	13	0	0	5	0	800	16	0	2268	154	15	0	75	0	0	170	0	0	215	0	5	6	0	0	0	33	0	26	0	7	0	0	86	0	15	0	42	7	0	0	0	0	7	0	315	26	222	0	26	33	0	326	380	0	95	6	18	77	834	0	491	8	89	0	0	21	18	0	31	5	0	0	68	30	50	42	1449	125	176	56	870	1257	22	40	0	87	9	0	41	59	4	0	417	151	60
"msp_0045"	7179	0	0	0	23	26765	31	1484	1682	0	3766	1048	881	690	4	1214	3624	1231	2813	0	7173	5269	33971	0	0	12971	8112	2584	0	0	0	0	0	0	0	0	145	5180	25	0	0	4232	0	0	38805	0	4025	455	152	148	27564	0	0	0	0	0	6195	579	9094	0	3622	10	7784	11	104	0	1041	24	0	395	9898	7790	516	15	0	1128	0	0	74	0	0	5961	0	5866	0	7831	5340	1146	12655	0	0	1901	33101	0	7956	0	643	1318	3747	7141	0	0	0	0
"msp_0046"	21380	2592	7332	1008	536	70378	1062	72864	16104	0	189	14	759	24	35167	10050	0	9399	54874	3944	29136	36065	7720	780	13411	561	1523	10207	8745	552	1092	123	486	682	1273	67	2466	198	58	238	5365	2410	336	751	0	5607	5176	87859	6485	24613	28	3314	962	19128	23106	32568	41063	3159	1199	5499	28739	15	19352	200	4336	0	142	3772	0	244	4269	9592	295	24	1022	26259	389	507	1000	4601	2530	49882	2912	1324	346	11534	41088	30523	2060	5738	11911	13718	28996	117098	9290	39857	31560	37528	20411	1196	454	26753	10679	22062
"msp_0047"	0	1177	99	0	0	7	0	0	0	0	0	0	0	0	520	6	0	0	0	0	0	938	0	579	301	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	6	0	0	4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6731	0	0	0	0	0	0	0	0	0	0	0	4116	652	0	0	0	843	90	2436	0	4063	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
"msp_0048"	4526	1168	14781	141	1217	7888	0	6128	1415	21	32	12	76	236	437	5	12	0	586	0	9115	3826	1319	229	297	0	1277	224	0	14	1889	0	74	2304	310	37	157	5953	51	71	266	0	0	540	152	517	4422	507	53	62	9	11	385	5	0	756	0	0	170	4066	591	112	708	3308	47	392	0	47	52	0	60	78	66	281	0	191	98	0	0	41	859	444	57	16	257	0	0	0	321	30	0	0	18	204	0	0	0	57	2779	74	0	0	5	22
"msp_0049"	0	0	0	0	0	0	0	16	0	0	9	0	5	0	0	0	0	0	30	5	0	0	0	0	8	0	0	52	0	0	0	0	0	0	24	0	29	0	0	0	0	43	0	0	0	8	7	0	0	0	0	0	0	548	14	0	0	68	0	0	414	0	5	0	9	0	0	0	0	0	5	0	0	0	0	14	0	0	26	23	0	22	48	44	0	814	0	5	0	0	0	0	0	62	0	0	0	23	57	0	0	0	0	7
"msp_0050"	36	32	17	442	136	419	346	8	347	12	210	32	773	2764	0	87	0	8	36	32	57	92	0	0	8	7	836	236	39	83	0	5160	490	100	981	2204	70	1604	1154	95	49	0	558	6	2831	14	47	9	15	0	0	18	8	0	86	96	110	0	349	448	0	2690	14	139	24	103	308	15	188	85	128	55	143	277	8	13	7	10	0	0	22	0	9	21	18	0	0	48	26	0	0	10	181	134	102	177	30	69	20	1495	113	0	0	64
"msp_0052"	0	0	0	0	0	2939	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	54	0	0	36	39	0	0	0	0	0	0	319	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	87	37	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	12	0	14	0	0	0	0	20	0	0	5	18	0	0	0	0	10	606	0
"msp_0053"	366	0	137	60	0	299	130	4817	0	7	32	0	19700	87	10	0	0	0	0	0	0	0	4541	73	3575	0	1181	19	0	0	9	0	0	746	288	948	6093	0	0	505	0	0	0	194	0	0	31	1696	0	0	0	0	15	0	14291	0	0	0	663	514	134	10	9041	0	2458	578	0	8	0	45	581	0	0	0	0	1758	0	0	70	10316	10	0	0	438	1697	0	0	0	0	0	15474	0	0	0	20	0	62	19274	849	849	0	0	0	0
"msp_0054"	88	64	26	29	17	66	10	18	82	0	0	7	96	0	53	41	1289	1280	277	0	175	452	45	5	302	7	0	58	0	0	144	0	1591	0	5	0	70	0	0	0	57	88	0	0	0	134	48	44	16	173	16	13527	57	0	215	79	2771	101	10	63	0	0	25	0	31	115	0	0	0	0	62	678	0	0	0	68	30	21	4	154	14	21	184	14	491	409	175	0	0	10120	307	2759	180	1423	283	114	6	67	66	20	41	1886	0	889
"msp_0055"	107	807	389	10798	15515	361	0	0	354	61	5231	366	17300	4585	8890	1396	18486	9	114	791	83	24	5710	360	1435	1616	934	9176	651	150	706	79	3087	192	6	251	2844	0	97	989	661	0	0	506	138	644	316	9006	1140	0	13	100	2419	0	2584	1245	288	1673	64	0	0	0	8490	5059	1303	100	0	129	371	612	27	27025	12	14	33	1344	2738	151	1880	371	25116	17	21	2739	3078	179	0	22	1685	9	57000	11	423	0	1524	3234	12	3888	3885	270	161	11	0	3107
"msp_0056"	22	29	16	333	11	37	0	45	565	0	0	0	0	0	237	69	159	18	670	259	107	250	272	10	239	25	0	17	492	1467	14	0	0	0	634	0	55	6	105	18	0	1650	41	68	30	210	33	29	86	12	5648	34	14	610	78	436	44	139	9	18	426	132	44	413	15	10	898	1200	0	11	65	25	15	8	40	80	0	21	69	103	13	57	266	44	80	1042	358	146	61	459	1700	302	92	524	120	188	2760	365	390	0	91	238	390	22
"msp_0057"	62	116	3600	10	21	461	0	0	120	12	0	0	0	210	0	113	0	0	475	5	25	14019	2262	444	0	0	58	0	130	0	299	4	327	0	0	4	0	0	0	0	55	0	0	105	11	25	27	4216	18	0	0	0	0	0	0	0	150	0	0	8	13	29	34241	30446	0	0	0	27	0	4757	0	636	15	0	21713	0	26	0	11	0	26	0	0	29	344	0	0	0	28968	0	4869	0	29191	0	0	0	0	21	142	266	0	0	0	0
"msp_0058"	78	0	39	202	0	9303	0	1348	4403	1127	0	0	607	0	140	0	6	0	23	9	486	0	216	0	2485	34	0	0	530	1840	0	532	6	425	161	0	0	2080	5279	0	70	1885	41088	0	497	177	43	16	24	806	716	169	0	14165	17	117	0	0	147	1178	110	3333	82	81	0	481	23521	4176	215	15	183	0	10823	5515	0	1644	204	0	0	24	0	0	20	24	123	842	0	3815	52	0	5254	4202	1537	735	130	5933	1473	77	11	0	0	4500	7937	8
"msp_0059"	0	0	0	709	1940	0	231	4380	4630	0	11	0	2564	253	2465	7274	0	0	0	1718	2140	0	0	433	0	1098	164	0	613	0	0	0	0	467	255	0	741	0	0	137	0	595	811	0	13	993	552	885	1340	6	0	0	50	0	0	4575	0	0	2102	517	0	0	914	0	1331	0	0	0	0	9	0	0	0	39	493	208	659	3682	3221	2560	0	1718	0	2141	636	3737	3040	0	0	13259	0	8299	11458	0	0	655	5086	4535	4	61	13854	9	16	0
"msp_0060"	0	1003	132	0	283	0	257	113	0	0	19	0	780	50	601	2813	0	14	0	51	0	478	0	721	335	34	22	4180	0	0	0	0	260	39	17	0	128	0	0	165	0	0	0	200	0	1898	588	1926	57	0	0	0	273	0	0	616	0	225	0	39	5309	0	509	0	592	10	0	36	6	32	6	22	0	0	1520	46	328	1909	43	7979	305	99	0	110	808	0	58	0	14	25	0	0	0	0	0	2949	0	1341	0	70	5	0	15	266
"msp_0061"	0	0	0	0	0	3	125	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	19	46	274	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0
"msp_0062"	424	1296	260	74	268	0	11373	1274	1162	0	61	0	267	0	5212	1951	0	15966	0	0	474	0	139	192	461	228	360	792	441	0	224	0	0	801	40	154	91	0	0	18	85	0	200	42	0	2436	96	1820	1043	156	7	6166	791	1111	2256	7404	959	0	94	215	709	0	425	171	424	191	9	78	22	267	990	143	0	4	115	292	444	2132	1218	1189	125	287	638	179	895	3413	1737	3005	2620	4248	4469	1873	504	3240	5728	1222	336	4758	534	106	4393	15372	57	0
