"MSP"	"ERS848745"	"ERS848744"	"ERS848743"	"ERS848742"	"ERS848741"	"ERS848740"	"ERS848739"	"ERS848738"	"ERS848737"	"ERS848736"	"ERS848735"	"ERS848734"	"ERS848733"	"ERS848731"	"ERS848730"	"ERS848729"	"ERS848728"	"ERS848727"	"ERS848726"	"ERS848725"	"ERS848724"	"ERS848723"	"ERS848722"	"ERS848721"	"ERS848720"	"ERS848717"	"ERS848716"	"ERS848715"	"ERS848714"	"ERS848713"	"ERS848711"	"ERS848710"	"ERS848709"	"ERS848708"	"ERS848707"	"ERS848706"	"ERS848705"	"ERS848704"	"ERS848703"	"ERS848702"	"ERS848701"	"ERS848700"	"ERS848699"	"ERS848698"	"ERS848697"	"ERS848696"	"ERS848695"	"ERS848694"	"ERS848693"	"ERS848692"	"ERS848691"	"ERS848690"	"ERS848689"	"ERS848688"	"ERS848686"	"ERS848685"	"ERS848684"	"ERS848683"	"ERS848682"	"ERS848681"	"ERS848680"	"ERS848679"	"ERS848678"	"ERS848677"	"ERS848676"	"ERS848675"	"ERS848673"	"ERS848672"	"ERS848671"	"ERS848670"	"ERS848669"	"ERS848668"	"ERS848667"	"ERS848666"	"ERS848665"	"ERS848664"	"ERS848663"	"ERS848662"	"ERS848661"	"ERS848660"	"ERS848659"	"ERS848658"	"ERS848657"	"ERS848656"	"ERS848655"	"ERS848654"	"ERS848653"	"ERS848652"	"ERS848651"	"ERS848650"	"ERS848649"	"ERS848648"	"ERS848647"	"ERS848645"	"ERS848642"	"ERS848641"	"ERS848640"	"ERS848638"	"ERS848636"	"ERS848635"	"ERS848633"	"ERS848631"	"ERS848630"	"ERS848629"	"ERS848628"	"ERS848626"	"ERS848622"	"ERS848621"	"ERS848620"	"ERS848619"	"ERS848618"
"msp_0003"	0.344231955582973	0.19199535962877	1.72814438804287	0.484735202492212	0.223928998122547	0.0105540897097625	0.114514952589351	0.814503816793893	1.14857744994731	0.0135462022254475	8.08296943231441	0.141400407885792	2.39492753623188	1.63615946097698	13.4510460251046	0.023121387283237	0.706267539756782	0.0570323827936201	0.0160599571734475	0.0156943022859092	0.632428072062382	2.93279022403259	0.306464485235435	0.381395348837209	0	0	0	2.79305019305019	2.29768270944742	0	1.87830790032838	0.089031339031339	2.90153718321562	0.515521064301552	1.45887961859356	0.876065065840434	1.59511472982976	0.112489660876758	0	1.34792843691149	3.59141494435612	0.649950835791544	0.504968715495031	5.45067698259188	0.716720604099245	0.00597163473500871	0.251072124756335	0.592741935483871	0	5.01539589442815	0.044806517311609	0.214964861513022	0.113146551724138	7.71915657245402	1.70134228187919	0.00413579183181113	0	3.62213626896757	0.286890064667842	0.900864936793081	2.31021044427124	0.764000978234287	4.1309061157701	0.553484602917342	0.111731843575419	0.990825688073395	2.99339867973595	0.253171856978085	0	0	0.250666666666667	0.0880681818181818	0	0.141538461538462	0.781895332390382	0.68559670781893	0.637651300540819	0.176119402985075	0.0155763239875389	0.0935323383084577	0	0.042654028436019	0	1.23514211886305	1.86706056129985	0.272203947368421	1.59191655801825	0	8.99378881987578	0	2.00398478536497	0.230985915492958	1.25242718446602	2.22477783585991	1.73794358507734	0.0188679245283019	5.16804407713499	0.00983069361004915	0.00535475234270415	7.5145482388974	0.223236935565703	0.0140845070422535	3.22977346278317	0.701010101010101	0.00314663310258024	6.52678241595863	0.5975	0.654360620652755	0.0107903965470731	1.35808720112518	0.380769230769231
"msp_0005"	212.984577421345	0.267981438515081	0.690355329949239	16.0772585669782	0.146100017067759	417.806508355321	0.294675419401896	21.3320610687023	31.3719704952582	0.608934042896307	0.0262008733624454	4.26648538409245	0.798309178743961	16.4458169567659	0.0284518828451883	0.111271676300578	0.315247895229186	0.492991783470276	2.01070663811563	0.0928010917775503	0.16671148158107	0.0285132382892057	3.66906092045757	0.0082687338501292	0.0311358220810167	52.6939203354298	0.924812030075188	1.77915057915058	26.9260249554367	0.145007923930269	23.7056210160325	0.326923076923077	0.0481927710843374	0.135254988913525	0.0158919348430671	0.986831913245546	0.785344189489267	310.628067273229	0.0142714428428714	0.138418079096045	0.00476947535771065	0.823992133726647	0.0272359219727641	3.77949709864604	77.0058252427184	2.49763622791739	0.391423001949318	2.29939516129032	0.550782818145323	2.99926686217009	1.22956066336922	7.39561802397685	0.683189655172414	7.75325257963212	2.06795302013423	2.16922281578494	1.99871050934881	0.62719428741446	0.0505584950029394	25.2361942781104	165.651338009873	8.30912203472732	18.2589486602577	1.39546191247974	1.96896337678461	154.261467889908	1.75075015003001	9.42502883506344	2.8246942341293	41.7724974721941	6.26933333333333	0.0731534090909091	2299.1201814059	2.03692307692308	6.58330975954738	1.76625514403292	0.663404584084471	6.54626865671642	0.0612668743509865	2.46467661691542	0.192229038854806	0.0932069510268562	13.2498470324291	1.93410852713178	1.83456425406204	0.1875	3.64928292046936	12.9791763072652	0.0675776397515528	0.884718498659517	3.1863792791161	15.5661971830986	1.49514563106796	4.3617354939885	2.88171064604186	1189.87421383648	2.5325987144169	2.26761332605134	4.98170459616243	177.643185298622	1.43480466768138	3.09967497291441	15.5728155339806	1.37373737373737	0.0818124606670862	266.497229405246	0.9375	1.92937399678973	2.45373617480442	0.760618846694796	49.2515384615385
"msp_0007"	0.0518198642813078	0.857308584686775	0.297800338409475	0.0249221183800623	0.0716845878136201	0.019349164467898	0.974471188913202	10.8587786259542	15.5806111696523	0.57281083696178	12.035807860262	0.875594833446635	0.0615942028985507	0.992700729927007	3.6510460251046	0.111271676300578	0.157156220767072	0.925084581923635	7.41541755888651	0.0764244285226885	1.11427803172896	3.22742701968771	32.9342910348497	0.486821705426357	0.0324066719618745	0.0356394129979036	4.06122448979592	0.158301158301158	0.233511586452763	8.14500792393027	5.13811087502414	1.53846153846154	1.84960531782302	0.296008869179601	0.206595152959873	1.143299767622	0.982235381199112	0.0970499035015164	4.52518909661767	9.63653483992467	0.145468998410175	2.70894788593904	6.01030548398969	3.94197292069632	1.65609492988134	0.984324458820602	2.13957115009747	0.405241935483871	12.1380971497391	1.6033724340176	1.53855106197265	1.02273666804465	0.267241379310345	1.15208613728129	4.09815436241611	0.112355678097536	5.58607350096712	10.1207973817316	0.177542621987066	0.798403193612774	0.993504806443232	0.87649792125214	4.95397831867458	10.5940032414911	1.74301675977654	3.95688073394495	6.65093018603721	0.0767012687427912	2.48922539312755	0	7.82488888888889	0.0603693181818182	0.0997732426303855	35.0153846153846	0.17991513437058	4.84279835390947	0.0648982745300026	1.79701492537313	2.72689511941848	4.5044776119403	7.84867075664622	0.164296998420221	1.92290434427901	0.366925064599483	0.270310192023634	0.126644736842105	0.144719687092568	1.22165664044424	22.3572670807453	0.0710455764075067	3.39721065024452	1	27.8025889967638	3.21693674856247	6.36305732484076	0.191823899371069	17.6510560146924	3.83287820862916	5.83132530120482	13.1470137825421	4.0101471334348	3.75081256771398	4.88349514563107	1.2020202020202	22.1994965387036	7.39564093091984	2.32375	0.0652755484216158	0.440248179120583	16.5513361462729	0.116153846153846
"msp_0008"	0	0.801044083526682	0.589960518894529	0	0	0	0	2.58473282442748	0	0	5.58165938864629	8.30999320190347	0	1.35654126895003	0.00418410041841004	0.197254335260116	2.15902712815716	1.59787336877719	0	13.4704878880928	1.74778166173703	1.4989816700611	0.0574620909816441	0.890956072351421	0.00444797458300238	0	0	1.01235521235521	6.41087344028521	0	0	0.0220797720797721	0.0565018695471541	0.380266075388027	0.294795391338895	1.4291247095275	5.86158401184308	0.13564929693962	0	0	2.37758346581876	5.89675516224189	0.339344865660655	6.27369439071567	0.0660194174757282	0	0	0.453629032258065	0.293857888398234	0.17741935483871	47.821937736398	0.00578751550227367	0.0786637931034483	0.0861372812920592	0.0268456375838926	0.00827158366362226	0	0	1.26748971193416	1.47970725216234	6.72902052481164	0.090975788701394	2.03477193700143	1.46596434359806	0.0893854748603352	0.208256880733945	2.69653930786157	0.300461361014994	0	0	0.032	3.66761363636364	0	0	1.59207920792079	3.42139917695473	1.64511975276848	0.176119402985075	0.138110072689512	0.301492537313433	0.448261758691207	0.0315955766192733	0	2.34625322997416	2.80649926144756	0	0.00521512385919166	0	0.0914285714285714	0	0.0231842057598261	0.27887323943662	6.05016181229773	1.60167276529012	19.6169244767971	0.0408805031446541	23.1588613406795	0.00764609503003823	0.0124944221329764	0	0	0.0119176598049837	3.51564185544768	0.2	0.00881057268722467	0.14924270410048	2.2425	0.00160513643659711	0.0712166172106825	0.0247538677918425	0.193076923076923
"msp_0009"	4.53670573719926	0.0835266821345708	0.297800338409475	0.0523364485981308	0	0.0492524186455585	0.239241429613421	0.0213740458015267	13.3234984193888	0.112885018545396	4.63406113537118	0.24881033310673	0.532608695652174	0.249298147108366	0.186610878661088	0	0.0252572497661366	0.429192846785887	1.44967880085653	0.730808597748209	0.1543425652057	0.0122199592668024	0.151104017025805	1.11937984496124	1.55996822875298	0.128930817610063	0.402792696025779	1.96911196911197	0.101604278074866	0.45324881141046	1.14351941278733	0.0313390313390313	0	0.0487804878048781	0.0921732220897894	0.16576297443842	0.367135455218357	0.178660049627792	0.0445269016697588	0.0739171374764595	0.0898251192368839	0.0216322517207473	0.164151637835848	0.0164410058027079	1.41963322545847	0.105996516546405	0.0327485380116959	0.209677419354839	1.77599357687676	0.0109970674486804	3.1318009892348	0.0810252170318313	0.130387931034483	0.157918349035442	0.023489932885906	0	1.22243713733075	0.615293067539423	0.0728982951205173	0.0345974717232202	0.0405300077942323	0.0107605771582294	0.256085088975251	0.0688816855753647	0.0446927374301676	0.0596330275229358	0.0176035207041408	0.0340253748558247	0.455445544554455	7.51668351870576	0.0204444444444444	0.0305397727272727	0.743764172335601	1.82461538461538	0.0622347949080622	0.0345679012345679	0.0865310327066701	0	0.119418483904465	1.77512437810945	1.29325153374233	0	2.28513155211095	0.0607235142118863	0.10930576070901	0.111842105263158	0.0691003911342894	2.38963442850532	0.0924223602484472	0	1.15486324941134	0.076056338028169	0.538834951456311	0.407736539466806	0.747952684258417	0.30503144654088	0.440771349862259	0.00764609503003823	1.46184738955823	0.333843797856049	6.36428209030949	1.91440953412784	0.0668824163969795	0.0181818181818182	0.0811831340465702	0.38714444033986	0.25875	0.661851257356875	0.0302131103318047	0.167651195499297	0.0123076923076923
"msp_0010"	0	0.166473317865429	0	1.34080996884735	0	0.0299032541776605	1.5237053245806	2.54503816793893	0.200210748155954	0	4.83406113537118	2.97212780421482	33.9420289855072	0.0190903986524424	0.0125523012552301	5.89667630057803	0.23666978484565	1.06524891251812	3.593147751606	9.26032070965541	0.301156224791611	8.31975560081466	0.174514498536845	0.00930232558139535	0.472120730738681	0.00628930817610063	0.0118152524167562	0	14.9260249554367	1.6608557844691	0.0224067993046166	0	1.39842127129206	0.00665188470066519	4.41239570917759	0.00619674670797831	1.17838638045892	0.449958643507031	0	0	0	0.141592920353982	1.28082443871918	0	0	0.0288629012192088	0.0545808966861598	0	0.0578081091930951	1.50659824046921	11.5856851905732	0	0.987068965517241	0	0.123322147651007	0	0.312916398022781	0	0.00705467372134039	0.00931470392548237	0.979994803845155	0.00880410858400587	0	2.07212317666126	12.235878336437	4.72110091743119	0	0.0288350634371396	0	245.024266936299	0.032	0.00355113636363636	0.399092970521542	69.3969230769231	0.00452616690240453	5.84279835390947	0.0133917074426989	0.235820895522388	0.0103842159916926	0.00398009950248756	13.6130879345603	1.56872037914692	0	0.08656330749354	6.79320531757755	9.65378289473684	0.0691003911342894	0.00925497454881999	2.31354037267081	0.111930294906166	2.17859083499366	30.5521126760563	0.00809061488673139	0.904338734971249	1.6778889899909	0.273584905660377	58.3324150596878	0.705625341343528	0.2793395805444	0	0.0101471334348047	27.0151679306609	0	0.0868686868686869	0	0.0812707794606576	4.08625	1.83253076511503	0.700296735905044	0.148523206751055	0.84
"msp_0011"	2.7649599012955	1.73491879350348	5.04906937394247	0.866043613707165	0.531831370541048	0.0457343887423043	2.64040846097739	2.97786259541985	6.28451001053741	6.52539912917271	6.72314410480349	5.00747790618627	6.48309178743961	0.489612577203818	2.83347280334728	0.687138728323699	0.488306828811974	3.17544707588207	1.77516059957173	0.00477652678266803	2.81097069104598	3.74609640190088	11.1753125831338	2.51886304909561	0.973471008737093	2.73794549266247	3.79914070891515	2.95984555984556	3.20142602495544	8.4405705229794	0.924859957504346	1.2022792022792	5.43082675529705	0.770509977827051	3.73778307508939	1.05267234701782	3.31754256106588	1.00027570995313	2.06593406593407	3.29378531073446	0.364069952305246	0.567354965585054	1.66580787633419	8.63926499032882	2.07594390507012	0.855436675789997	1.14931773879142	0.821572580645161	5.46286631874749	1.30865102639296	15.8539423916206	0.247209590739975	0.100215517241379	7.05877074921489	0.354865771812081	0.729967258314665	9.46400171932087	4.26837250818209	3.75073486184597	2.75182967398536	3.44608989347883	0.295426754707752	1.71487011658826	1.18800648298217	1.5592799503414	2.21743119266055	1.95879175835167	0.756055363321799	0.445544554455446	0	1.26577777777778	3.16690340909091	0.0453514739229025	13.9815384615385	1.06591230551627	1.27160493827161	0.582024208086531	0.250746268656716	0.367601246105919	0.213930348258706	4.81635991820041	0.028436018957346	0.617581072812564	0.859173126614987	4.55539143279173	0.138157894736842	0.675358539765319	52.62748727441	0.598260869565217	0.0723860589812333	2.45028074624162	0.847887323943662	29.9660194174757	3.00784108729744	17.648771610555	1.15094339622642	10.7511478420569	19.3063899508465	0.737170905845605	6.71209800918836	0.444444444444444	1.45937161430119	5.29665587918015	2.07272727272727	0.0157331655129012	5.5352789065386	0.9875	0.624933119315142	0.29673590504451	5.0239099859353	0.437692307692308
"msp_0012"	0.758790869833436	1.04350348027842	0.632825719120135	0.166978193146417	0.0450588837685612	0.0351802990325418	1.01312910284464	4.2	3.01580611169652	0.561199806482825	7.58165938864629	11.6628144119646	20.7185990338164	5.54519932622122	5.85188284518828	0.99349710982659	1.50233863423761	5.44030932817786	2.74625267665953	0.00955305356533606	9.29443398763108	10.8228105906314	17.2620377760043	1.328165374677	2.15663224781573	0.00943396226415094	3.8968850698174	1.5976833976834	6.94741532976827	2.05625990491284	6.84720880819007	0.126780626780627	7.50810137100125	0.422394678492239	3.70282081843464	0.943454686289698	2.06365655070318	0.781913427074717	7.09804481233053	1.28248587570621	2.2845786963434	1.15634218289086	4.29517850570482	5.95841392649903	0.16957928802589	0.342871361035083	0.154385964912281	1.53427419354839	23.3400240867122	2.54765395894428	32.0692464358452	0.233980983877635	0.279094827586207	3.27590847913863	0.604865771812081	1.1890401516457	2.97270578121642	4.26837250818209	1.62022339800118	2.416500332668	2.20732657833203	1.06529713866471	0.982614031499284	0.995137763371151	33.6958410924891	1.24587155963303	2.13082616523305	0.0922722029988466	0.566686080372743	0	1.09422222222222	0.465909090909091	0.136054421768707	85.4123076923077	0.583875530410184	0.48559670781893	4.58717486479526	0.423880597014925	1.21806853582555	1.38407960199005	2.14314928425358	0.69826224328594	3.76422598409137	0.44702842377261	9.37370753323486	6.72203947368421	1.79530638852673	2.72096251735308	3.46335403726708	0.187667560321716	1.79387792066655	4.90140845070423	23.1877022653722	3.43648719289075	2.13648771610555	0.374213836477987	163.074380165289	7.12288367012561	36.1169120928157	6.30781010719755	16.935565702689	0.90032502708559	2.22653721682848	1.67070707070707	1.78665827564506	10.1854451422239	2.93375	0.808988764044944	2.06851901807391	1.11054852320675	1.11384615384615
"msp_0013"	0.00493522516964837	4.07424593967517	0	8.66168224299065	0.004778972520908	0.0158311345646438	0	0.109923664122137	0	0	0.573799126637555	0	0.0120772946859903	0.0123526108927569	0.00920502092050209	2.04624277456647	0.0420954162768943	7.95263412276462	0.00856531049250535	21.6895257591266	0.0360311911804248	0.0162932790224033	0	0.249095607235142	0.00381254964257347	63.3427672955975	0.176154672395274	0.0432432432432432	0.0124777183600713	10.3129952456418	0.00849913077071663	0.00641025641025641	1.7548815953469	2.61973392461197	1.20858164481526	4.41440743609605	0.323464100666173	2.72732285635511	6.5477379763094	0.00188323917137476	0.779809220985692	3.57620452310718	5.83805668016194	0	1.95987055016181	5.00870863398855	0.169200779727096	0.00604838709677419	0.041750301083902	0.132697947214076	3.3447774221705	0.367920628358826	0	25.5136832660386	5.04781879194631	1.73289677752886	86.74231678487	0	0.139917695473251	2.2581503659348	0.374123148869836	7.3925165077036	48.084270812027	0.0113452188006483	0.0148975791433892	0.00917431192660551	11.1446289257852	10.9204152249135	0	0.00606673407482305	0.00533333333333333	8.16193181818182	0.480725623582766	0.123076923076923	9.36124469589816	50.2633744855967	0.964202935874324	3.2	0.0872274143302181	7.6547263681592	31.1910020449898	0.347551342812006	0.00897409749133184	0.479328165374677	0.186115214180207	0.162828947368421	0.658409387222947	0.011105969458584	0.0208695652173913	1.75402144772118	0.00579605143995653	0.236619718309859	0.231391585760518	4.02404600104548	0.444040036396724	2.27044025157233	0.181818181818182	0	0.00535475234270415	0.370597243491577	0.501268391679351	0	49.9018338727077	0.0323232323232323	0.509125235997483	0.143332101957887	0.90375	0.00695559122525415	0.014027515511195	0	0.241538461538462
"msp_0014"	0	0.0440835266821346	0.0191765369430344	0	0.00682710360129715	0	0.0262582056892779	0.016793893129771	0	0	0.119650655021834	0.123725356900068	0.183574879227053	0	0.467782426778243	0	0	0.0405993233446109	0.436830835117773	0.0539065165472535	0.336111858026351	0	0.00638467677573823	0	0	0	0	0.547490347490348	1.08912655971479	0	0	0	0.00332363938512671	0	0.0103297576479936	0.0224632068164214	0.0074019245003701	0.014336917562724	0	0	0.00715421303656598	0.0186823992133727	0.0250276039749724	0.0154738878143133	0	0.0716596168201045	0	0.328629032258065	0.0626254516258531	0	0	0.129805704836709	0	0.0430686406460296	0.00587248322147651	0	0.115194498173222	0	0.00940623162845385	0.0372588157019295	0.025980774227072	0.00391293714844705	0.0384536715074657	0.123987034035656	0	0.00825688073394495	0.0360072014402881	0.102652825836217	0	0	0	0.0454545454545455	0	0	0.0396039603960396	0.0477366255144033	0.0968323461241308	0	0.0404984423676012	0.00497512437810945	0.113701431492843	0	0	0.0516795865633075	0.03397341211226	0.378289473684211	0	0	0.0248447204968944	0	0	0.163380281690141	0	0.478829064296916	0	0.0408805031446541	0.0459136822773186	0	0.144578313253012	0.560490045941807	33.4246575342466	3.06067172264355	0.330097087378641	0.0121212121212121	0	0.0206871074990765	0.06	0.0658105939004815	0.372268680874022	0	0.0207692307692308
